Hanji,TL
心火,sim-hué
心火,sim-hé
手爪,tshiú-jiáu
手爪,tshiú-niáu
水牛,suí-gû
水牛,tsuí-gû
斗仔,táu-á
歹代,pháinn-tāi
水仙,tsuí-sian
支出,tsi-tshut
月半,ge̍h-puànn
月半,gue̍h-puànn
月外日,ge̍h-guā-li̍t
月外日,gue̍h-guā-ji̍t
反正,huán-tsìng
太平,Thài-pîng
太平,thài-pîng
文市,bûn-tshī
文旦,bûn-tàn
水母,tsuí-bó
反目,huán-bo̍k
手目,tshiú-ba̍k
木瓜,bo̍k-kue
欠用,khiàm-īng
毋甘,m̄-kam
水田,tsuí-tshân
太白星,Thài-pi̍k-tshenn
太白星,Thài-pi̍k-tshinn
太白粉,thài-pe̍h-hún
太白酒,thài-pe̍h-tsiú
毋甘嫌,m̄-kam hiâm
反白睚,píng-pe̍h-kâinn
毋甘願,m̄ kam-guān
天光,thinn-kng
天光,thinn-kuinn
文件,bûn-kiānn
月光暝,ge̍h-kng-mî
月光暝,gue̍h-kng-mê
日光燈,ji̍t-kong-ting
日光燈,li̍t-kong-ting
手印,tshiú-ìn
方向,hong-hiòng
木匠,ba̍k-tshiōnn
木匠,ba̍k-tshiūnn
歹囝,pháinn-kiánn
天地,thinn-tuē
天地,thinn-tē
少年,siàu-liân
文字,bûn-jī
文字,bûn-lī
方式,hong-sik
欠安,khiàm-an
毋好,m̄ hó
水圳,tsuí-tsùn
歹年冬,pháinn-nî-tang
少年家,siàu-liân-ke
毋好勢,m̄ hó-sè
手曲,tshiú-khiau
歹死,pháinn-sí
毋成,m̄-tsiânn
毋成人,m̄-tsiânn-lâng
手扞仔,tshiú-huānn-á
毋成囝,m̄-tsiânn-kiánn
毋成物,m̄-tsiânn-mi̍h
毋成物,m̄-tsiânn-mn̍gh
毋成猴,m̄-tsiânn-kâu
毋成樣,m̄-tsiânn-iūnn
天色,thinn-sik
心血,sim-hiat
心行,sim-hīng
月色,ge̍h-sik
月色,gue̍h-sik
木耳,bo̍k-jínn
木耳,bo̍k-ní
欠血,khiàm-hueh
欠血,khiàm-huih
止血,tsí-hueh
止血,tsí-huih
毋但,m̄-nā
毋免,m̄-bián
夫君,hu-kun
手尾,tshiú-bué
手尾,tshiú-bé
月尾,ge̍h-bé
月尾,gue̍h-bué
手尾力,tshiú-bué-la̍t
手尾力,tshiú-bé-la̍t
毛尾仔,mn̂g-bué-á
毛尾仔,mn̂g-bé-á
手尾錢,tshiú-bué-tsînn
手尾錢,tshiú-bé-tsînn
歹扭搦,pháinn-liú-la̍k
反抗,huán-khòng
夭折,iáu-tsiat
木材,bo̍k-tsâi
反肚,píng-tōo
心肝,sim-kuann
手肚,tshiú-tóo
水災,tsuí-tsai
心狂火著,sim-kông-hué-to̍h
心狂火著,sim-kông-hé-to̍h
心肝仔囝,sim-kuann-á-kiánn
反肚痧,píng-tōo-sua
心肝窟仔,sim-kuann-khut-á
歹育飼,pháinn-io-tshī
心肝頭,sim-kuann-thâu
化身,huà-sin
反車,píng-tshia
天良,thian-liông
文言,bûn-giân
文身,bûn-sin
方言,hong-giân
水車,tsuí-tshia
水芋仔,tsuí-ōo-á
心事,sim-sū
比並,pí-phīng
反來反去,píng-lâi-píng-khì
月來香,ge̍h-lâi-hiong
月來香,gue̍h-lâi-hiong
月初,ge̍h-tshue
月初,gue̍h-tshe
歹命,pháinn-miā
毛呼,môo-honn
歹命人,phái miā-lâng
歹命人,pháinn-miā-lâng
太妹,thài-muē
夫妻,hu-tshe
手底,tshiú-tué
手底,tshiú-té
文官,bûn-kuann
歹性地,pháinn-sìng-tuē
歹性地,pháinn-sìng-tē
毋拄好,m̄-tú-hó
文明,bûn-bîng
水果,tsuí-kó
水果,tsuí-kór
孔明車,khóng-bîng-tshia
方法,hong-huat
比武,pí-bú
歹物,pháinn-mi̍h
歹物,pháinn-mn̍gh
水疱,tsuí-phā
天狗熱,thian-káu-jia̍t
天狗熱,thian-káu-lia̍t
友的,iú--ê
太空,thài-khong
歹空,pháinn-khang
毋知,m̄ tsai
毋知人,m̄-tsai-lâng
毋知死,m̄-tsai-sí
毋知影,m̄ tsai-iánn
手股,tshiú-kóo
木蝨,ba̍k-sat
水門,tsuí-mn̂g
方便,hong-piān
太保,Thài-pó
太保,thài-pó
歹剃頭,pháinn-thì-thâu
日後,ji̍t-āu
日後,li̍t-āu
手指,tshiú-tsí
支持,tsi-tshî
毋挃,m̄-ti̍h
毋是,m̄ sī
毋是,m̄-sī
毋是,m̄-sǐ
毋是,m̄-tsī
水拹仔,tsuí-hia̍p-á
毋是勢,m̄-sī-sè
手指頭仔,tshiú-tsíng-thâu-á
止枵,tsí-iau
手段,tshiú-tuānn
水泉,tsuí-tsuânn
反省,huán-síng
月眉,Ge̍h-bâi
月眉,Gue̍h-bâi
月眉,ge̍h-bâi
月眉,gue̍h-bâi
歹看,pháinn-khuànn
歹看相,pháinn-khuànn-siùnn
反背,huán-puē
水紅仔色,tsuí-âng-á-sik
巴郎,pa-lang
手面,tshiú-bīn
方面,hong-bīn
歹食,pháinn-tsia̍h
手風琴,tshiú-hong-khîm
月俸,ge̍h-hōng
月俸,gue̍h-hōng
毋值,m̄-ta̍t
毋准,m̄-tsún
反倒轉,huán-tò-tńg
月娘,ge̍h-niû
月娘,ge̍rh-niû
月娘,gue̍h-niôo
月娘,gue̍h-niû
木屐,ba̍k-kia̍h
木屐,ba̍k-kiā
水庫,tsuí-khòo
反悔,huán-hué
天庭,thian-tîng
午時,gōo-sî
午時,ngóo-sî
及時,ki̍p-sî
天時,thian-sî
日時,gi̍t--sî
日時,ji̍t--sî
日時,li̍t--sî
毋捌,m̄ bat
午時水,gōo-sî-tsuí
日時仔,ji̍t--sî-á
日時仔,li̍t--sî-á
及格,ki̍p-keh
反桌,píng-toh
文書,bûn-su
月桃,ge̍h-thô
天氣,thinn-khì
水氣,tsuí-khì
反症,huán-tsìng
止疼,tsí-thiànn
毛病,môo-pēnn
毛病,môo-pīnn
水珠,tsuí-tsu
歹症頭,pháinn-tsìng-thâu
天秤,thian-pîng
心神,sim-sîn
少缺,tsió-kheh
少缺,tsió-khueh
手耙,tshiú-pē
欠缺,khiàm-kheh
欠缺,khiàm-khueh
引起,ín-khí
記持,kì-tî
手骨,tshiú-kut
天堂,thian-tông
夫婦,hu-hū
反常,huán-siông
日常,ji̍t-siông
日常,li̍t-siông
心情,sim-tsîng
毋情願,m̄-tsîng-guān
手液,tshiú-sio̍h
水梨仔,tsuí-lâi-á
心爽,sim-sóng
天理,thian-lí
心理,sim-lí
手痕,tshiú-hûn
水產,tsuí-sán
支票,tsi-phiò
文章,bûn-tsiong
文章,bûn-tsiunn
反船,píng-tsûn
手術,tshiú-su̍t
毋通,m̄-thang
水貨,tsuí-huè
水貨,tsuí-hè
天頂,thinn-tíng
孔雀,khóng-tshiok
木魚,bo̍k-gîr
木魚,bo̍k-hî
木魚,bo̍k-hû
木麻黃,bo̍k-muâ-hông
歹喙,pháinn-tshuì
歹喙斗,pháinn-tshuì-táu
止喙焦,tsí tshuì-ta
比喻,pí-jū
比喻,pí-lū
心悶,sim-būn
支援,tsi-uān
毋敢,m̄ kánn
水晶,tsuí-tsinn
日期,ji̍t-kî
日期,li̍t-kî
木棉,bo̍k-mî
引渡,ín-tōo
歹款,pháinn-khuán
毛毯,môo-thán
天然,thian-jiân
天然,thian-liân
月琴,ge̍h-khîm
月琴,gue̍h-khîm
天窗,thinn-thang
歹睏,pháinn-khùn
巴結,pa-kiat
手筆,tshiú-pit
月給,ge̍h-kip
月給,gue̍h-kip
水筆仔,tsuí-pit-á
手腕,tshiú-uánn
手腕骨,tshiú-uánn-kut
毋著,m̄-tio̍h
文雅,bûn-ngá
手勢,tshiú-sè
欠債,khiàm-tsè
歹勢,phái-sè
歹勢,pháinn-sè
天意,thinn-ì
心意,sim-ì
歹意,pháinn-ì
月暗暝,ge̍h-àm-mî
月暗暝,gue̍h-àm-mê
斗概,táu-kài
水準,tsuí-tsún
水溝,tsuí-kau
太極拳,thài-ki̍k-kûn
水源頭,tsuí-guân-thâu
少爺,siàu-iâ
月經,ge̍h-king
月經,ge̍rh-king
月經,gue̍h-king
反腹,píng-pak
心腸,sim-tn̂g
心腹,sim-pak
歹腹肚,pháinn-bat-tóo
歹腹肚,pháinn-pak-tóo
歹話,pháinn-uē
毛跤,mn̂g-kha
手路,tshiú-lōo
歹路,pháinn-lōo
歹運,pháinn-ūn
毋過,m̄-koh
比較,pí-kàu
水道,tsuí-tō
水道水,tsuí-tō-tsuí
手路菜,tshiú-lōo-tshài
水道頭,tsuí-tō-thâu
手銃,tshiú-tshìng
水閘,tsuí-tsa̍h
水電,tsuí-tiān
手電仔,tshiú-tiān-á
反僥,huán-hiau
止嗽,tsí-sàu
夭壽,iáu-siū
夭壽仔,iáu-siū-á
夭壽短命,iáu-siū-té-miā
反對,huán-tuì
手摺簿仔,tshiú-tsih-phōo-á
太監,thài-kàm
毋管,m̄-kuán
毛管,mn̂g-kńg
毛管,môo-kńg
水管,tsuí-kóng
水蜜桃,tsuí-bi̍t-thô
引誘,ín-iú
日誌,ji̍t-tsì
日誌,li̍t-tsì
心酸,sim-sng
水銀,tsuí-gîn
水銀,tsuí-gûn
歹銅舊錫,phái-tâng-kū-siah
歹銅舊錫,pháinn-tâng kū-siah
歹銅舊錫,pháinn-tâng-kū-siah
引魂,ín-hûn
月餅,ge̍h-piánn
月餅,gue̍h-piánn
水餃,tsuí-kiáu
少數,tsió-sòo
欠數,khiàm-siàu
水槽,tsuí-tsô
手數料,tshiú-sòo-liāu
手模,tshiú-bôo
手盤,tshiú-puânn
化緣,huà-iân
比論,pí-lūn
心適,sim-sik
化學,huà-ha̍k
文學,bûn-ha̍k
手擋,tshiú-tòng
文憑,bûn-pîn
文憑,bûn-pîng
天橋,thian-kiô
心機,sim-ki
戶橂,hōo-tāinn
戶橂,hōo-tīng
戶橂,hǒo-tǐng
手橐仔,tshiú-lok--á
手橐仔,tshiú-lok-á
手機仔,tshiú-ki-á
水燈,tsuí-ting
歹積德,pháinn-tsik-tik
手錶仔,tshiú-pió-á
手錶仔,tshiú-piór-á
心頭,sim-thâu
戶頭,hōo-thâu
手頭,tshiú-thâu
日頭,ji̍t-thâu
日頭,li̍t-thâu
月頭,ge̍h-thâu
月頭,gue̍h-thâu
水頭,tsuí-thâu
日頭花,ji̍t-thâu-hue
日頭花,li̍t-thâu-hue
允頭路,ín-thâu-lōo
允頭路,ún-thâu-lōo
水鴨,tsuí-ah
水龍,tsuí-lîng
水龜,tsuí-ku
水龍車,tsuí-lîng-tshia
水鴛鴦,tsuí-uan-iunn
反應,huán-ìng
手環,tshiú-khuân
天篷,thian-phông
天篷,thian-pông
水蕹菜,tsuí-ìng-tshài
歹聲嗽,pháinn-siann-sàu
水螺,tsuí-lê
歹講,pháinn-kóng
比賽,pí-sài
水觳仔,tsuí-khok-á
反輾轉,píng-liàn-tńg
水櫃,tsuí-kuī
歹癖,pháinn-phiah
水薸,tsuí-phiô
水薸,tsuí-phiôr
水薰吹,suí-hun-tsher
水薰吹,tsuí-hun-tshe
水薰吹,tsuí-hun-tsher
水薰吹,tsuí-hun-tshue
水雞,suí-ke
水雞,suí-kue
水雞,tsuí-ke
水雞,tsuí-kere
水雞,tsuí-kue
水雞泅,tsuí-ke-siû
水雞泅,tsuí-kue-siû
水獺,tsuí-thuah
手藝,tshiú-gē
文藝,bûn-gē
毛蟹,mn̂g-gerē
毛蟹,mn̂g-huē
毛蟹,mn̂g-huě
毛蟹,moo-heh
毛蟹,moo-hē
毛蟹,môo-huē
毛蟹,môo-hē
心願,sim-guān
毋願,m̄-guān
文獻,bûn-hiàn
戶籍,hōo-tsi̍k
手續,tshiú-sio̍k
手囊,tshiú-lôm
手囊,tshiú-lông
心臟,sim-tsōng
斗籠,táu-láng
歹聽,pháinn-thiann
心臟病,sim-tsōng pēnn
心臟病,sim-tsōng-pēnn
心臟病,sim-tsōng-pīnn
化驗,huà-giām
毋驚,m̄ kiann
心驚膽嚇,sim-kiann-tánn-hiannh
火,hué
火,hé
火,hér
火,hónn
爪,jiáu
爪,niáu
父,hū
爿,pîng
片,phiàn
片,phìnn
牙,gâ
牙,gê
牛,Gû
牛,giû
牛,gû
王,Ông
王,ông
牛𡳞脬檨,gû-lān-pha-suāinn
火大,hué-tuā
火大,hé-tuā
火山,hué-suann
火山,hé-suann
爪仔,jiáu-á
爪仔,niáu-á
父兄,hū-hing
牛仔囝,gû-á-kiánn
牛仔褲,gû-á-khòo
父母,hū-bió
牛奶,gû-ling
牛奶,gû-ni
牛母,gû-bó
牛母,gû-bór
牛母,gû-bú
牛奶色,gû-ling-sik
牛奶色,gû-ni-sik
牛奶喙仔,gû-ling-tshuì-á
牛奶喙仔,gû-ni-tshuì-á
牛奶糖,gû-ling-thn̂g
牛奶糖,gû-ni-thn̂g
火石仔,hué-tsio̍h-á
火石仔,hé-tsio̍h-á
王后,ông-hiō
火舌,hué-tsi̍h
火舌,hé-tsi̍h
父老,hū-ló
火夾,hué-ngeh
火夾,hé-ngeh
火夾,hé-ngueh
火夾,hér-gue̍h
牛杙仔,gû-khi̍t-á
火災,hué-tsai
火災,hé-tsai
牛牢,gû-tiâu
牛肚,gû-tōo
火車,hué-tshia
火車,hé-tshia
火車,hér-tshia
牛角,gû-kak
牛角花,gû-kak-hue
火車站,hué-tshia-tsām
火車站,hé-tshia-tsām
火車路,hué-tshia-lōo
火車路,hé-tshia-lōo
火金蛄,hué-kim-koo
火金蛄,hé-kim-koo
火金蛄,hér-kim-koo
火屎,hué-sái
火屎,hé-sái
牛屎色,gû-sái-sik
牛屎鳥仔,gû-sái-tsiáu-á
牛屎龜,gû-sái-ku
火星,hué-tshenn
火星,hé-tshinn
火炭,hué-thuànn
火炭,hé-thuànn
火炭,hér-thuànn
牛郎,Gû-nn̂g
王哥柳哥,Ông--ko-Liú--ko
火氣,hué-khì
火氣,hé-khì
火烌,hué-hu
火烌,hé-hu
牛索,gû-soh
牛捽仔,gû-sut-á
王梨,ông-lâi
牛陵,gû-niā
牛喙罨,gû-tshuì-am
牛犅,gû-káng
王爺,ông-iâ
王爺債,ông-iâ-tsè
王祿仔,ông-lo̍k-á
牛腩,gû-lám
火鉗,hué-khînn
火鉗,hé-khînn
火鉗,hér-khînn
牛頓草,gû-tùn-tsháu
火鼠,hué-tshí
火鼠,hué-tshú
火種,hué-tsíng
火種,hé-tsíng
火管,hué-kńg
火管,hé-kńg
火箸,hué-tī
火箸,hé-tū
牛種仔,gû-tsíng-á
火腿,hué-thuí
火腿,hé-thuí
牛鼻圈,gû-phīnn-khian
牙槽,gê-tsô
牙槽骨,gê-tsô-kut
火熥,hué-lang
火熥,hué-thang
火熥,hé-thang
火熥,hér-lang
火熥,hér-thang
火箭,hué-tsìnn
火箭,hé-tsìnn
牛擔,gû-tann
火燒,hué-sio
火燒,hué-sior
火燒,hé-sio
火燒,hér-sio
火燒山,hué-sio-suann
火燒山,hué-sior-suann
火燒山,hé-sio-suann
火燒厝,hué-sio-tshù
火燒厝,hué-sior-tshù
火燒厝,hé-sio-tshù
火燒厝,hér-sio-tshù
火燒埔,hué-sio-poo
火燒埔,hé-sio-poo
牛螕,gû-pi
牛頭,gû-thâu
火鍋,hué-ko
火鍋,hé-ko
火薰,hué-hun
火薰,hé-hun
火雞,hué-ke
火雞,hé-kue
火雞,hér-kere
火雞,hér-kue
火雞母,hué-ke-bó
火雞母,hé-kue-bó
世,sè
世,sì
丙,piánn
丙,píng
主,tsú
丼,tôm
乍,tsànn
乎,--honnh
乏,ha̍t
乏,hua̍t
仔,ah
仔,tsú
仔,á
仕,sū
付,hù
仙,sian
仙,sián
仝,kāng
代,tài
代,tāi
代,tē
令,līng
以,í
兄,hiann
兄,hing
冊,tsheh
主人,tsú-lâng
仙人,sian-jîn
仙人,sian-lîn
仙女,sian-lí
仙女,sian-lú
仙丹,sian-tan
充公,tshiong-kong
充分,tshiong-hun
以及,í-ki̍p
世代,sè-tāi
冊包,tsheh-pau
主任,tsú-jīm
主任,tsú-līm
代先,tāi-sing
充血,tshiong-hiat
兄弟,hiann-tī
兄弟,hiann-tǐ
兄弟姊妹,hiann-tī-tsí-bē
兄弟姊妹,hiann-tī-tsí-muē
主見,tsú-kiàn
主角,tsú-kak
充足,tshiong-tsiok
世事,sè-sū
仙姑,sian-koo
冊店,tsheh-tiàm
冊房,tsheh-pâng
仙拚仙,sian-piànn-sian
仝爸各母,kāng-pē-koh-bú
代表,tāi-piáu
兄長,hing-tióng
世俗,sè-sio̍k
以前,í-tsîng
世俗人,sè-sio̍k-lâng
以後,í-āu
主持,tsú-tshî
冊架仔,tsheh-kè-á
仙洞,sian-tōng
世界,sè-kài
世紀,sè-kí
主要,tsú-iàu
兄哥,hiann-ko
主席,tsú-si̍k
仙桃,sian-thô
代書,tāi-su
仙草,sian-tsháu
仙草,tshan-tsháu
主動,tsú-tōng
主婚,tsú-hun
主婦,tsú-hū
主張,tsú-tiunn
世情,sè-tsîng
代理,tāi-lí
代替,tāi-thuè
代替,tāi-thè
仝款,kāng-khuán
代筆,tāi-pit
世間,sè-kan
世間人,sè-kan-lâng
兄嫂,hiann-só
兄嫂,hiann-sór
主意,tsú-ì
主義,tsú-gī
且慢,tshiánn-bān
充滿,tshiong-buán
主管,tsú-kuán
代誌,tāi-tsì
主辦,tsú-pān
代辦,tāi-pān
冊櫥,tsheh-tû
主顧,tsú-kòo
主權,tsú-khuân
主權,tsú-kuân
冬,tang
冬,tong
凹,nah
凹,neh
出,tshut
刊,khan
功,kang
功,kong
加,ka
加,ke
包,pau
包,pâu
北,pak
北,pok
半,puàn
半,puànn
卌,siap
占,tsiam
占,tsiàm
卡,khah
卡,kha̍h
卯,báu
卯,mauh
去,khì
去,khìr
去,khù
古,Kóo
古,kóo
句,kù
叨,ler
叨,lir
叨,lo
叨,lor
叨,lu
叨,tho
叩,khiò
叩,khàu
只,tsí
叫,kiò
叮,ting
叮,tìng
可,khoo
可,khuá
可,khó
可,khónn
可,khóo
可,khór
台,tâi
囚,siû
四,sì
四,sìr
四,sù
外,guā
外,guē
央,iang
央,iong
央,ng
半䖙倒,puànn-the-tó
出丁,tshut-ting
出入,tshut-ji̍p
出入,tshut-li̍p
出力,tshut-la̍t
外人,guā-lâng
去了了,khì-liáu-liáu
出口,tshut-kháu
出土,tshut-thóo
出山,tshut-suann
加工,ka-kang
加工,ke-kang
半子,puàn-tsú
半工,puànn-kang
外口,guā-kháu
半小死,puànn-sió-sí
央三託四,iang-sann-thok-sì
央三託四,iong-sann-thok-sì
司公,sai-kong
外公,guā-kong
外公,guǎ-kong
半中站,puànn-tiong-tsām
司公鈃,sai-kong-giang
司公壇,sai-kong-tuânn
冬天,tang-thinn
出手,tshut-tshiú
出水,tshut-tsuí
半日,puànn-ji̍t
半日,puànn-li̍t
另日,līng-ji̍t
另日,līng-li̍t
可比,khó-pí
四方,sì-hng
四方,sù-hong
半月日,puànn ge̍h-li̍t
半月日,puànn gue̍h-ji̍t
叫毋敢,kiò-m̄-kánn
半天筍,puàn-thian-sún
北爿,pak-pîng
卡片,khah-phìnn
四爿,sì-pîng
四片仔,sì-phìnn-á
出世,tshut-sì
包仔,pau-á
半仙,puàn-sian
古冊,kóo-tsheh
半世人,puànn-sì-lâng
出外,tshut-guā
另外,līng-guā
外外,guā-guā
可可仔,khoo-khóo-ah
四句聯,sì-kù-liân
司奶,sai-nai
四正,sì-tsiànn
冬瓜,tang-kue
冬瓜茶,tang-kue-tê
半生熟,puànn-tshenn-si̍k
半生熟,puànn-tshinn-si̍k
外交,guā-kau
出名,tshut-miâ
出帆,tshut-phâng
只好,tsí-hó
古早,kóo-tsá
卯死矣,báu--sí--ah
出色,tshut-sik
外行,guā-hâng
四色牌,sù-sik-pâi
外位,guā-uī
冬尾,tang-bué
冬尾,tang-bé
出巡,tshut-sûn
四序,sù-sī
四秀仔,sì-siù-á
出身,tshut-sin
加車,ka-tshia
半身,puànn-sin
卡車,khah-tshia
出來,tshuaih
出來,tshut-lâi
出來,tshuài
北京,Pak-kiann
四季,sù-kuì
可怕,khó-phà
古板,kóo-pán
司法,su-huat
加油站,ka-iû-tsām
出版,tshut-pán
四物仔,sù-bu̍t-á
半空中,puànn-khong-tiong
四肢,sù-ki
出門,tshut-mn̂g
叫門,kiò-mn̂g
半信半疑,puàn-sìn-puàn-gî
叫客,kiò-kheh
只是,tsí-sī
叫是,kiò-sī
四界,sì-kuè
四界,sì-kè
四界趖,sì-kuè-sô
四界趖,sì-kè-sô
外科,guā-kho
叫苦,kiò-khóo
只要,tsí-iàu
外衫,guā-sann
叩首,khiò-siú
四面,sì-bīn
外面,guā-bīn
出風頭,tshut-hong-thâu
加倍,ka-puē
外套,guā-thò
出家,tshut-ke
出差,tshut-tshai
出師,tshut-sai
出席,tshut-si̍k
外孫,guā-sun
外家,guā-ke
功效,kong-hāu
古書,kóo-tsu
出氣,tshut-khuì
四海,sù-hái
出珠,tshut-tsu
四破,sì-phuà
出租,tshut-tsoo
四神湯,sù-sîn-thng
可能,khó-lîng
出酒,tshut-tsiú
出馬,tshut-má
四配,sù-phuè
四配,sù-phè
叫做,kiò-tsuè
叫做,kiò-tsò
外國,guā-kok
出張,tshut-tiunn
加強,ka-kiông
四常,sù-siông
可惜,khó-sioh
半晡,puànn-poo
半桶屎,puànn-tháng-sái
半桶師仔,puànn-tháng-sai-á
加添,ka-thiam
四淋垂,sì-lâm-suî
出現,tshut-hiān
出產,tshut-sán
外痔,guā-tī
出脫,tshut-thuat
四通八達,sù-thong-pat-ta̍t
北部,pak-pōo
半陰陽仔,puànn-iam-iônn-á
半陰陽仔,puànn-iam-iûnn-á
半陰陽仔,puànn-iam-muî-á
半陰陽仔,puànn-lam-niû-á
出喙,tshut-tshuì
功勞,kong-lô
卯喙,mauh-tshuì
出場,tshut-tiûnn
包圍,pau-uî
外場,guā-tiûnn
可惡,khó-ònn
可惱,khó-náu
四散,sì-suànn
加減,ka-kiám
加減,ke-kiám
出港,tshut-káng
外甥,guē-sing
冬菜,tang-tshài
叫菜,kiò-tshài
包袱巾,pau-ho̍k-kin
包袱巾,pau-ho̍k-kun
包袱仔,pau-ho̍k-á
包飯,pau-pn̄g
召集,tiàu-tsi̍p
出勤,tshut-khîn
出勤,tshut-khûn
去傷解鬱,khì-siong-kái-ut
出嫁,tshut-kè
外媽,guā-má
古意,kóo-ì
可愛,khó-ài
古意人,kóo-ì-lâng
出業,tshut-gia̍p
北極,pak-ki̍k
半節,puànn-tsat
冬節圓,tang-tseh-înn
冬節圓,tang-tsueh-înn
凹落去,nah--lo̍h-khì
凹落去,nah--lueh
古董,kóo-tóng
包裝,pau-tsong
加話,ke-uē
四跤仔,sì-kha-á
四跤仔泅,sì-kha-á-siû
四跤杜定,sì-kha-tōo-tīng
出路,tshut-lōo
出運,tshut-ūn
半路,puànn-lōo
外路仔,guā-lōo-á
半路師,puànn-lōo-sai
包飼的,pau-tshī--ê
半暝,puànn-mê
半暝,puànn-mî
可疑,khó-gî
北管,pak-kuán
半精白,puànn-tsiann-pe̍h
包種茶,pau-tsióng-tê
四箍圍仔,sì-khoo-uî-á
四箍輾轉,sì-khoo-liàn-tńg
加網魚,ka-bāng-hî
加網魚,ka-bāng-hû
包裹,pau-kó
包領,pau-niá
凹鼻,nah-phīnn
出價,tshut-kè
半價,puànn-kè
司儀,su-gî
功德,kong-tik
可憐,khó-liân
可憐代,khó-liân-tāi
半樓仔,puànn-lâu-á
功課,kong-khò
出賣,tshut-buē
出賣,tshut-bē
可靠,khó-khò
加擔,ka-tann
司機,su-ki
半燒冷,puànn-sio-líng
半燒冷,puànn-sior-líng
包辦,pau-pān
古錐,kóo-tsui
出頭,tshut-thâu
包餡,pau-ānn
叩頭,khàu-thâu
外頭,guā-thâu
出頭天,tshut-thâu-thinn
出聲,tshut-siann
出膿,tshut-lâng
加薦仔,ka-tsì-á
叩謝,khàu-siā
加講話,ke-kóng-uē
出癖,tshut-phia̍h
包穡頭,pau-sit-thâu
古蹟,kóo-tsik
加轆仔,ka-lak-á
包穩,pau-ún
四邊,sì-pinn
召鏡,tiàu-kiànn
加鵻,ka-tsui
包贏,pau-iânn
句讀,kù-tāu
外觀,guā-kuan
包贌,pau-pa̍k
夯,gia̍h
夯,giâ
夯,kiâ
失,sit
奴,lôo
奶,lin
奶,ling
奶,nai
奶,ne
奶,ni
巧,khiáu
巧,khá
巧,kháu
市,tshī
布,pòo
平,piânn
平,pênn
平,pîng
平,pînn
幼,iù
戊,bōo
扒,pe
扒,pê
打,tá
打,tánn
旦,tuànn
旦,tàn
未,buē
未,bē
未,bēr
未,běr
未,bī
本,pún
本,pńg
正,tsiann
正,tsiànn
正,tsìng
母,bió
母,biór
母,bó
母,bóo
母,bú
民,bîn
汁,tsap
汁,tsiap
本人,pún-lâng
失人禮,sit-lâng-lé
奴才,lôo-tsâi
尻川,kha-tshng
尻川,kha-tshuinn
本土,pún-thóo
尻川䫌,kha-tshng-phué
未亡人,bī-bông-jîn
未亡人,bī-bông-lîn
尻川口,kha-tshng-kháu
尻川斗,kha-tshng-táu
尻川斗,kha-tshuinn-táu
尻川後,kha-tshng-āu
尻川骨,kha-tshng-kut
尻川溝,kha-tshng-kau
市內,tshī-lāi
平仄,piânn-tseh
平分,pênn-hun
平分,pênn-pun
平分,pîng-hun
平分,pîng-pun
平分,pînn-pun
失手,sit-tshiú
打扎,tánn-tsah
正手,tsiànn-tshiú
正月,tsiann--ge̍h
正月,tsiann--gue̍h
民心,bîn-sim
正手爿,tsiànn-tshiú-pîng
正月正時,tsiann-ge̍h-tsiann-sî
正月正時,tsiann-gue̍h-tsiann-sî
正爿,tsiànn-pîn
正爿,tsiànn-pîng
民主,bîn-tsú
母仔囝,bú-á-kiánn
左右,tsó-iū
奶母,ling-bú
奶母,ni-bú
市民,tshī-bîn
平平,pênn-pênn
平平,pînn-pînn
末末,bua̍h-bua̍h
正本,tsiànn-pún
布市仔,pòo-tshī-á
奶母車,ling-bú-tshia
奶母車,ni-bú-tshia
布目,pòo-ba̍k
本份,pún-hūn
幼囝,iù-kiánn
母囝椅,bó-kiánn-í
母囝椅,bú-kiánn-í
母囝椅,bú-kánn-í
平地,pênn-tuē
平地,pênn-tē
平地,pînn-tuē
平地,pînn-tē
平安,pîng-an
本地,pún-tuē
本地,pún-tē
正式,tsìng-sik
失收,sit-siu
本成,pún-tsiânn
未免,bī-bián
平均,pîng-kin
平均,pîng-kun
母妗,bú-kīm
失志,sit-tsì
打扮,tánn-pān
幼秀,iù-siù
失言,sit-giân
布身,pòo-sin
本身,pún-sin
正身,tsiànn-sin
母身,bó-sin
失事,sit-sū
未來,bī-lâi
本事,pún-sū
本來,pún-lâi
民事,bîn-sū
失味,sit-bī
本命錢,pún-miā-tsînn
尼姑,luî-koo
尼姑,lî-koo
尼姑,nî-koo
尼姑庵,lî-koo-am
尼姑庵,nî-koo-am
本底,pún-tué
本底,pún-té
奶帕仔,lin-phè-á
奶帕仔,ling-phè-á
奶帕仔,ni-phè-á
本性,pún-sìng
失明,sit-bîng
母的,bó--ê
市長,tshī-tiúnn
正門,tsiànn-mn̂g
母金,bó-kim
失信,sit-sìn
民俗,bîn-sio̍k
夯枷,giâ-kê
正派,tsìng-phài
失約,sit-iok
失重,sit-tāng
必要,pit-iàu
正面,tsiànn-bīn
正音,tsiànn-im
平埔,pênn-poo
平埔,pînn-poo
平埔番,Pênn-poo-huan
平埔番,Pînn-poo-huan
市容,tshī-iông
布料,pòo-liāu
母校,bú-hāu
失眠,sit-bîn
失神,sit-sîn
尻脊,kha-tsiah
市草,tshī-tsháu
尻脊後,ka-tsiah-āu
尻脊後,kha-tsiah-āu
